row_index,uniprot,label_target,L_eff,L_uniprot,n_binding_in_range,n_binding_uniprot,pred,conformer_top1,conformer_entropy_norm,mamba_refine_mean_seq,mamba_refine_max_seq,smiles,top10_a,top10_k,top10_fold,top10_p,top20_a,top20_k,top20_fold,top20_p,top30_a,top30_k,top30_fold,top30_p
547,P12931,SRC,536,536,10,10,0.9807430505752563,0.1250060647726059,1.0000000027478353,0.1530129772180052,0.1562778353691101,N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1,0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
1023,P12931,SRC,536,536,10,10,0.9923468828201294,0.5000187158584595,1.0000000027478353,0.1531394327253993,0.15641635656356812,CC(C)(C)N1[NH+]=C(C2=C1N=CN=C2N)C1=CC=C(Cl)C=C1,0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
1328,P12931,SRC,536,536,10,10,0.8219777941703796,0.1250063627958297,1.0000000027478353,0.15274487068848824,0.15605035424232483,CC(=O)N[C@@H](CC1=CC=C(OP(O)(O)=O)C(C=O)=C1)C(=O)N[C@H]1CCCC,0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
1359,P12931,SRC,536,536,10,10,0.9881342053413392,0.2500157356262207,1.000000088739161,0.15305749032257207,0.15634168684482574,CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1,0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
1578,P12931,SRC,536,536,10,10,0.9193091988563538,0.3333333432674408,1.0000000180537645,0.15278407194609964,0.15608510375022888,OC(=O)CC(O)=O,0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
2623,P12931,SRC,536,536,10,10,0.9839189648628236,0.3333479166030884,1.0000000180537645,0.152696712498567,0.15598993003368378,[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O,0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
3212,P12931,SRC,536,536,10,10,0.995322048664093,0.1250086724758148,1.0000000027478353,0.1526514258680504,0.15595296025276184,[H][C@@](CC1=CC(C=O)=C(C=C1)C(O)=O)(N=C(C)O)C(O)=N[C@@]1([H],0,54,0.0,1.0,1,108,0.4962962962962963,0.8968510083547362,5,161,1.6645962732919255,0.1488058339074483
619,P23219,COX1 (PTGS1),599,599,1,1,0.879473865032196,0.1666780114173889,1.000000012132623,0.13585350509477975,0.141340970993042,CC(=O)OC[C@H](N)C(O)=O,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
727,P23219,COX1 (PTGS1),599,599,1,1,0.9967830181121826,0.2500126361846924,0.99999991675651,0.13572343216217023,0.14117231965065002,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
856,P23219,COX1 (PTGS1),599,599,1,1,0.9988706707954408,0.1666803508996963,1.000000012132623,0.13574818575223022,0.14118358492851257,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
971,P23219,COX1 (PTGS1),599,599,1,1,0.9960423707962036,0.3333503007888794,1.0000000180537645,0.13578758424828963,0.14122788608074188,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
1155,P23219,COX1 (PTGS1),599,599,1,1,0.9982798099517822,0.1428645104169845,0.9999999728215636,0.1357668478271997,0.14121699333190918,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
1896,P23219,COX1 (PTGS1),599,599,1,1,0.9890051484107972,0.1250049173831939,1.0000000027478353,0.13564683584020612,0.141097292304039,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
2013,P23219,COX1 (PTGS1),599,599,1,1,0.99764484167099,0.1250122636556625,1.0000000027478353,0.13579193931788155,0.1412171721458435,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
2523,P23219,COX1 (PTGS1),599,599,1,1,0.9957946538925172,1.0,0.0,0.1358345581563765,0.14127947390079498,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
2988,P23219,COX1 (PTGS1),599,599,1,1,0.983356475830078,0.166675329208374,1.0000000786645942,0.1356623679996532,0.1411096602678299,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
3174,P23219,COX1 (PTGS1),599,599,1,1,0.9975765347480774,0.1666800826787948,0.9999998790686804,0.13563822821802607,0.14108487963676453,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
3315,P23219,COX1 (PTGS1),599,599,1,1,0.9970404505729676,0.1250122040510177,1.0000000027478353,0.13566536629239784,0.14109638333320618,CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H],0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
3797,P23219,COX1 (PTGS1),599,599,1,1,0.9982301592826844,0.1250105649232864,1.0000000027478353,0.1357909721852543,0.14124050736427307,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
4066,P23219,COX1 (PTGS1),599,599,1,1,0.99787700176239,0.2500152289867401,1.0000000027478353,0.13582611422307903,0.14127938449382782,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
4862,P23219,COX1 (PTGS1),599,599,1,1,0.9988344311714172,0.14286769926548,1.00000003408302,0.13589008120145146,0.14136463403701782,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,0,60,0.0,1.0,0,120,0.0,1.0,1,180,3.327777777777778,0.3005008347245409
326,P35354,COX2 (PTGS2),604,604,3,3,0.9967459440231324,0.1666805297136306,0.9999999456006516,0.14099182514165412,0.14561286568641663,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
723,P35354,COX2 (PTGS2),604,604,3,3,0.9982258677482604,0.2500062584877014,1.0000000027478353,0.14086407015951263,0.14547109603881836,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
849,P35354,COX2 (PTGS2),604,604,3,3,0.9968451261520386,0.1428647488355636,1.00000003408302,0.14083802312711216,0.14545689523220062,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
932,P35354,COX2 (PTGS2),604,604,3,3,0.9981834292411804,0.1666757464408874,1.000000012132623,0.14082855807728326,0.145450621843338,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
1179,P35354,COX2 (PTGS2),604,604,3,3,0.9927372336387634,0.3333459496498108,1.0000000180537645,0.14090045933790554,0.1455240100622177,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
2283,P35354,COX2 (PTGS2),604,604,3,3,0.9969146251678468,0.1428671032190323,1.00000003408302,0.14080333502482104,0.14540910720825195,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
2559,P35354,COX2 (PTGS2),604,604,3,3,0.986909806728363,0.2500139474868774,1.0000000027478353,0.14088849826956426,0.14550423622131348,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
3764,P35354,COX2 (PTGS2),604,604,3,3,0.996600329875946,0.2000132352113723,1.0000000186840277,0.14074986874563805,0.14537087082862854,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
3834,P35354,COX2 (PTGS2),604,604,3,3,0.9924378991127014,1.0,0.0,0.14095083762280988,0.14557650685310364,OC(=O)C1=CC=CC=C1O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
4029,P35354,COX2 (PTGS2),604,604,3,3,0.9971233010292052,0.1250049173831939,1.0000000027478353,0.14081073298260866,0.14544065296649933,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
4096,P35354,COX2 (PTGS2),604,604,3,3,0.7324146032333374,0.1250077188014984,1.0000000027478353,0.1405906594105509,0.14528615772724152,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
4250,P35354,COX2 (PTGS2),604,604,3,3,0.9959731698036194,0.1666787415742874,1.000000012132623,0.1410527220427595,0.14568784832954407,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
4840,P35354,COX2 (PTGS2),604,604,3,3,0.9989749193191528,0.2500150799751282,1.0000000027478353,0.14087496678166042,0.14546053111553192,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
4857,P35354,COX2 (PTGS2),604,604,3,3,0.9982800483703612,0.5000187158584595,1.0000000027478353,0.14102461008934786,0.1456245332956314,CC(=O)NC1=CC=C(O)C=C1,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
5372,P35354,COX2 (PTGS2),604,604,3,3,0.9986503720283508,0.3333500623703003,1.0000000180537645,0.1409720042782114,0.14559997618198395,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
5468,P35354,COX2 (PTGS2),604,604,3,3,0.9923173189163208,0.2500059902667999,1.0000000027478353,0.14087269067862965,0.1454818844795227,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0,61,0.0,1.0,0,121,0.0,1.0,0,182,0.0,1.0
42,P03372,ESR1,595,595,3,3,0.9779110550880432,0.5000187158584595,1.0000000027478353,0.13912017262783372,0.14067287743091583,CCC1=C2C=C(O)C=CC2=NN1C1=CC=C(O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
581,P03372,ESR1,595,595,3,3,0.8530716896057129,0.2500097155570984,1.0000000027478353,0.1390473159922271,0.140595480799675,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]3,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
888,P03372,ESR1,595,595,3,3,0.9947599768638612,0.1250060647726059,1.0000000027478353,0.13933834741596415,0.14095625281333923,[H][C@@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
1057,P03372,ESR1,595,595,3,3,0.9987921118736268,0.1250064522027969,1.0000000027478353,0.13932569968600234,0.1409326195716858,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
1132,P03372,ESR1,595,595,3,3,0.9980794191360474,0.5000187158584595,1.0000000027478353,0.13921481343377537,0.1407630294561386,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
1369,P03372,ESR1,595,595,3,3,0.9976757168769836,0.3333503901958465,1.0000000180537645,0.13914838012527017,0.14070197939872742,[H][C@]1(C)CC[C@]2(CO)CO[C@]([H])(C3=CC=C(O)C=C3)[C@@]1([H]),0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
2272,P03372,ESR1,595,595,3,3,0.9946566820144652,0.1250102221965789,1.0000000027478353,0.13933796183902677,0.1409555822610855,[H][C@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
2581,P03372,ESR1,595,595,3,3,0.6433768272399902,1.0,0.0,0.139242734753785,0.1408258080482483,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3077,P03372,ESR1,595,595,3,3,0.9984336495399476,0.2000147253274917,1.0000000186840277,0.139210796481421,0.1407957375049591,CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3283,P03372,ESR1,595,595,3,3,0.9956919550895692,0.2000090032815933,1.0000000186840277,0.13918619493977363,0.1407235860824585,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3628,P03372,ESR1,595,595,3,3,0.9968591928482056,0.1250115483999252,1.0000000027478353,0.13926867261654188,0.14086808264255524,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3700,P03372,ESR1,595,595,3,3,0.9956436157226562,0.1250048130750656,1.0000000027478353,0.13934005296029964,0.14096470177173615,[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
4380,P03372,ESR1,595,595,3,3,0.9928964972496032,0.1428633481264114,0.9999999115601074,0.13926773980385115,0.14085954427719116,[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
4486,P03372,ESR1,595,595,3,3,0.9977479577064514,0.5000187158584595,1.0000000027478353,0.13910952979276162,0.1406450718641281,[H][C@@]12C[C@@](CO)(CO[C@]1([H])C1=CC=C(O)C=C1)CC=C2C,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
4718,P03372,ESR1,595,595,3,3,0.9929327964782716,0.142870157957077,1.00000003408302,0.1391552910333922,0.14071103930473328,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
263,P31645,SLC6A4 (SERT),630,630,15,15,0.9958962202072144,0.250014990568161,1.0000000027478353,0.147938410228207,0.14957331120967865,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,3,189,0.6666666666666666,0.8761630041164056
2030,P31645,SLC6A4 (SERT),630,630,15,15,0.9876524209976196,0.1428635120391845,1.00000003408302,0.14783560669138318,0.14946743845939636,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)O,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,3,189,0.6666666666666666,0.8761630041164056
2219,P31645,SLC6A4 (SERT),630,630,15,15,0.9986478686332704,0.3333509862422943,1.0000000180537645,0.14798450148294842,0.14961358904838562,CC(N)CC1=CC=CC=C1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,5,189,1.1111111111111112,0.4850598819585148
2262,P31645,SLC6A4 (SERT),630,630,15,15,0.9979017972946168,0.2000122815370559,1.0000000186840277,0.14800355763189377,0.1496298611164093,CNC(C)CC1=CC2=C(OCO2)C=C1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,6,189,1.3333333333333333,0.2764736319684015
2501,P31645,SLC6A4 (SERT),630,630,15,15,0.9976859092712402,0.1666791141033172,1.0000000786645942,0.1480000086956554,0.14962786436080933,CN[C@@H](C)CC1=CC=CC=C1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,6,189,1.3333333333333333,0.2764736319684015
2678,P31645,SLC6A4 (SERT),630,630,15,15,0.9942341446876526,0.125006303191185,1.0000000027478353,0.14782854273678764,0.1494540572166443,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,6,189,1.3333333333333333,0.2764736319684015
2782,P31645,SLC6A4 (SERT),630,630,15,15,0.996829092502594,0.1666781306266784,1.000000012132623,0.14787404073609245,0.14950478076934814,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,4,189,0.8888888888888888,0.7059460582379715
3114,P31645,SLC6A4 (SERT),630,630,15,15,0.9977133274078368,0.2500162422657013,1.0000000027478353,0.1479978403165227,0.1496267169713974,CC1=CC=C(C=C1)C12CC1CNC2,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,6,189,1.3333333333333333,0.2764736319684015
3127,P31645,SLC6A4 (SERT),630,630,15,15,0.9522176384925842,0.1250075250864029,1.0000000027478353,0.14778437576596698,0.14941516518592834,OC(=O)CCCCCCNC1C2=CC=CC=C2CCC2=CC=CC=C12,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,3,189,0.6666666666666666,0.8761630041164056
3257,P31645,SLC6A4 (SERT),630,630,15,15,0.9721322655677797,0.1250102072954177,1.0000000027478353,0.14775082998805575,0.14937283098697662,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,6,189,1.3333333333333333,0.2764736319684015
4325,P31645,SLC6A4 (SERT),630,630,15,15,0.9945217370986938,0.1250114142894745,1.0000000027478353,0.1479952869197679,0.14963223040103912,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,3,189,0.6666666666666666,0.8761630041164056
4667,P31645,SLC6A4 (SERT),630,630,15,15,0.9983941912651062,0.2000087797641754,1.0000000186840277,0.1478762341160623,0.14951138198375702,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,3,189,0.6666666666666666,0.8761630041164056
4979,P31645,SLC6A4 (SERT),630,630,15,15,0.9918172955513,0.1250092983245849,1.0000000027478353,0.14790358690042343,0.14953838288784027,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,3,189,0.6666666666666666,0.8761630041164056
5301,P31645,SLC6A4 (SERT),630,630,15,15,0.995788872241974,0.1428639888763427,1.00000003408302,0.147804693617518,0.14942894876003265,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,1,63,0.6666666666666666,0.7979483170023252,1,126,0.3333333333333333,0.9662762684552377,6,189,1.3333333333333333,0.2764736319684015
319,O76074,PDE5A,875,875,5,5,0.7242749333381653,0.125006303191185,1.0000000027478353,0.16771525512422833,0.1692291647195816,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(,0,88,0.0,1.0,0,175,0.0,1.0,0,263,0.0,1.0
3557,O76074,PDE5A,875,875,5,5,0.8633769750595093,0.1666757464408874,1.0000000786645942,0.16810453297410693,0.16964013874530792,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C,0,88,0.0,1.0,0,175,0.0,1.0,0,263,0.0,1.0
