row_index,uniprot,label_target,L_eff,L_uniprot,n_binding_in_range,n_binding_uniprot,pred,conformer_top1,conformer_entropy_norm,mamba_refine_mean_seq,mamba_refine_max_seq,smiles,top10_a,top10_k,top10_fold,top10_p,top20_a,top20_k,top20_fold,top20_p,top30_a,top30_k,top30_fold,top30_p
3834,P35354,COX2 (PTGS2),604,604,3,3,0.9975811243057252,1.0,0.0,0.0823741423718582,0.08291209489107132,OC(=O)C1=CC=CC=C1O,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
4029,P35354,COX2 (PTGS2),604,604,3,3,0.9877432584762572,0.5242279767990112,0.4901122601554125,0.0823778101298588,0.08291556686162949,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
4096,P35354,COX2 (PTGS2),604,604,3,3,0.9956129789352416,0.2264272570610046,0.76961662985604,0.08237918296101078,0.08291702717542648,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
4250,P35354,COX2 (PTGS2),604,604,3,3,0.9913615584373474,0.3844614028930664,0.6739495748141331,0.08237842306346688,0.08291629701852798,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
4840,P35354,COX2 (PTGS2),604,604,3,3,0.9981226325035096,0.7838476896286011,0.4754425986572172,0.08237181040180834,0.08290951699018478,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
4857,P35354,COX2 (PTGS2),604,604,3,3,0.9988086223602296,0.9999997615814208,6.672515371548641e-06,0.08237219888050824,0.08291018754243851,CC(=O)NC1=CC=C(O)C=C1,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
5372,P35354,COX2 (PTGS2),604,604,3,3,0.997982621192932,0.8704190850257874,0.3509785347986034,0.08237707981260012,0.08291434496641159,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
5468,P35354,COX2 (PTGS2),604,604,3,3,0.9979491829872132,0.9999006986618042,0.000790592321438,0.08236920847156584,0.08290699124336243,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,1,61,3.300546448087432,0.27381773340509613,1,121,1.6639118457300275,0.4892733697905053,1,182,1.1062271062271063,0.6596755939998147
42,P03372,ESR1,595,595,3,3,0.998925507068634,0.9999996423721312,7.396051102124569e-06,0.08488670266976878,0.086274653673172,CCC1=C2C=C(O)C=CC2=NN1C1=CC=C(O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
581,P03372,ESR1,595,595,3,3,0.9862892627716064,0.9907100796699524,0.0382852809485701,0.08488936839985246,0.08627798408269882,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]3,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
888,P03372,ESR1,595,595,3,3,0.9926192164421082,0.5704305768013,0.375703582055118,0.08489437845825147,0.08628194779157639,[H][C@@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
1057,P03372,ESR1,595,595,3,3,0.9986228942871094,0.415121853351593,0.6008212761341214,0.08489046156907282,0.08627771586179733,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
1132,P03372,ESR1,595,595,3,3,0.998966097831726,0.9999996423721312,7.841810944666963e-06,0.08488203628974803,0.0862705335021019,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
1369,P03372,ESR1,595,595,3,3,0.9977579712867736,0.8246539831161499,0.4225900885206084,0.08488696278894649,0.08627550303936005,[H][C@]1(C)CC[C@]2(CO)CO[C@]([H])(C3=CC=C(O)C=C3)[C@@]1([H]),0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
2272,P03372,ESR1,595,595,3,3,0.9927173852920532,0.4358865618705749,0.6409380066019305,0.08489439064214209,0.08628195524215698,[H][C@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
2581,P03372,ESR1,595,595,3,3,0.9979605674743652,1.0,0.0,0.08488818685046765,0.08627601712942123,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3077,P03372,ESR1,595,595,3,3,0.9991523027420044,0.415331095457077,0.7867791465890547,0.08488750398910345,0.08627493679523468,CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3283,P03372,ESR1,595,595,3,3,0.9983362555503844,0.6648430228233337,0.4810674810109751,0.0848877823903781,0.08627603948116302,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3628,P03372,ESR1,595,595,3,3,0.9980352520942688,0.3546469211578369,0.7503724591550951,0.0848889886706817,0.08627648651599884,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
3700,P03372,ESR1,595,595,3,3,0.995564341545105,0.3781634867191314,0.5199762448920352,0.08489129295369156,0.0862787738442421,[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
4380,P03372,ESR1,595,595,3,3,0.9965470433235168,0.5380868911743164,0.3686758548095,0.08489015539403723,0.08627822995185852,[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
4486,P03372,ESR1,595,595,3,3,0.998664379119873,0.9999996423721312,7.614099128621884e-06,0.08488423720377834,0.08627288788557053,[H][C@@]12C[C@@](CO)(CO[C@]1([H])C1=CC=C(O)C=C1)CC=C2C,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
4718,P03372,ESR1,595,595,3,3,0.9986201524734496,0.2716159522533417,0.8919072575229152,0.08488978925121933,0.08627749979496002,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,0,60,0.0,1.0,0,119,0.0,1.0,0,179,0.0,1.0
263,P31645,SLC6A4 (SERT),630,630,15,15,0.9972575306892396,0.5845136642456055,0.5291656792204871,0.08990744523822315,0.09067261964082718,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2030,P31645,SLC6A4 (SERT),630,630,15,15,0.9891991019248962,0.4373740255832672,0.6161118569692029,0.08989527367410205,0.09066198021173477,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)O,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2219,P31645,SLC6A4 (SERT),630,630,15,15,0.9937997460365297,0.5,0.6309298095596342,0.08990084344432467,0.09066741913557053,CC(N)CC1=CC=CC=C1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2262,P31645,SLC6A4 (SERT),630,630,15,15,0.9988240599632264,0.4988594055175781,0.4425299898754545,0.08989887598251539,0.09066559374332428,CNC(C)CC1=CC2=C(OCO2)C=C1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2501,P31645,SLC6A4 (SERT),630,630,15,15,0.995675265789032,0.7329018712043762,0.480866109711331,0.08990257460446585,0.09066905081272125,CN[C@@H](C)CC1=CC=CC=C1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2678,P31645,SLC6A4 (SERT),630,630,15,15,0.99795001745224,0.37506765127182,0.5539139826796453,0.08990130238826313,0.09066835045814514,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2782,P31645,SLC6A4 (SERT),630,630,15,15,0.9989664554595948,0.7552197575569153,0.4374118171800883,0.08990125353374179,0.09066727012395859,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
3114,P31645,SLC6A4 (SERT),630,630,15,15,0.9983135461807252,0.3427602052688598,0.7923172792102503,0.08990011017710443,0.0906665250658989,CC1=CC=C(C=C1)C12CC1CNC2,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
3127,P31645,SLC6A4 (SERT),630,630,15,15,0.991659939289093,0.6887615919113159,0.3729555572683066,0.08990232861704296,0.09066766500473022,OC(=O)CCCCCCNC1C2=CC=CC=C2CCC2=CC=CC=C12,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
3257,P31645,SLC6A4 (SERT),630,630,15,15,0.9922268390655518,0.4702635407447815,0.6511099204872113,0.08990626999783137,0.09067275375127792,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
4325,P31645,SLC6A4 (SERT),630,630,15,15,0.9992565512657166,0.2778240740299225,0.8307549143939107,0.0899101064082176,0.09067638963460922,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
4667,P31645,SLC6A4 (SERT),630,630,15,15,0.9970633387565612,0.9562565088272096,0.1183293297749261,0.08990485779349766,0.09067066013813019,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
4979,P31645,SLC6A4 (SERT),630,630,15,15,0.9982600808143616,0.3546979129314422,0.6443120195741073,0.08990450014197637,0.09067103266716003,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
5301,P31645,SLC6A4 (SERT),630,630,15,15,0.9980884194374084,0.5065535306930542,0.4406372983227019,0.08989884963347798,0.09066588431596756,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,0,63,0.0,1.0,5,126,1.6666666666666667,0.16173470024545317,10,189,2.2222222222222223,0.003283373450471518
2799,O76074,PDE5A,875,875,5,5,0.9729210734367372,0.6821287274360657,0.495689772177994,0.10177748190505163,0.1031036227941513,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,0,88,0.0,1.0,0,175,0.0,1.0,3,263,1.9961977186311788,0.16323013052205707
5379,O76074,PDE5A,875,875,5,5,0.6802269816398621,0.4858294427394867,0.6335329990276801,0.10177073552778788,0.10309495776891708,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=,0,88,0.0,1.0,0,175,0.0,1.0,3,263,1.9961977186311788,0.16323013052205707
